history_date,security_band,asteroid_volume_mined,gas_volume_mined,ice_volume_mined,moon_volume_mined,asteroid_volume_wasted,gas_volume_wasted,ice_volume_wasted,moon_volume_wasted
2023-08-12,Wormhole,168043099.17,18542452.0,1115000.0,22363710.0,56928062.35,4173472.0,349000.0,5544700.0
2023-08-13,High Sec,959200051.2,1851800.0,718641000.0,620991060.0,226414590.44000003,149670.0,154693000.0,146868260.0
2023-08-13,Low Sec,173465570.38,7724700.0,4761000.0,72158770.0,24580969.2,1074760.0,1427000.0,7445380.0
2023-08-13,Null Sec,681157219.03,5423700.0,366435000.0,974158720.0,100279573.26,672070.0,61735000.0,45945790.0
2023-08-13,Pochven,11882328.0,0.0,0.0,65620.0,4382016.0,0.0,0.0,23140.0
2023-08-13,Wormhole,148867349.72,21894680.0,2800000.0,29405080.0,45404421.65,4483526.0,535000.0,2196680.0
2023-08-14,High Sec,810801646.74,1714530.0,663958000.0,642326080.0,184914924.79000002,211110.0,150258000.0,136143380.0
2023-08-14,Low Sec,111689247.27,7867820.0,4119000.0,82301260.0,18811320.37,1022450.0,1189000.0,2245690.0
2023-08-14,Null Sec,739786592.85,4898280.0,309067000.0,1148105220.0,128789605.91,654170.0,62115000.0,50537490.0
2023-08-14,Pochven,7736192.0,0.0,0.0,62500.0,1144608.0,0.0,0.0,22430.0
2023-08-14,Wormhole,151240897.84,15045555.0,475000.0,6294850.0,60083968.48,3071531.0,94000.0,1182270.0
2023-08-15,High Sec,847077141.01,1848350.0,658771000.0,576077760.0,195392374.36,144020.0,144365000.0,116632660.0
2023-08-15,Low Sec,151158051.02,7289460.0,4419000.0,30511140.0,36067684.29,1002220.0,1243000.0,3567660.0
2023-08-15,Null Sec,763199577.04,5588390.0,328694000.0,989576530.0,95740347.52,774470.0,73768000.0,73145470.0
2023-08-15,Pochven,17511312.0,0.0,0.0,12500.0,2447904.0,0.0,0.0,4640.0
2023-08-15,Wormhole,149040412.99,18584355.0,588000.0,6912530.0,41158476.05,3941308.0,73000.0,1470750.0
2023-08-16,High Sec,796134667.12,1469940.0,651825000.0,603510540.0,190872846.54000002,89140.0,143855000.0,143108020.0
2023-08-16,Low Sec,140708011.18,7648840.0,4536000.0,54387400.0,30398700.8,1052540.0,1326000.0,2119440.0
2023-08-16,Null Sec,659013761.33,5213130.0,258149000.0,1017232550.0,85823615.96,891970.0,48673000.0,56152480.0
2023-08-16,Pochven,20928360.0,0.0,0.0,0.0,1542560.0,0.0,0.0,0.0
2023-08-16,Wormhole,143459543.46,18000599.0,282000.0,3070300.0,48929908.78,3669672.0,39000.0,403900.0
2023-08-17,High Sec,882854236.0400001,1841820.0,639795000.0,542939280.0,211263708.16000003,169630.0,146145000.0,123874610.0
