history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
2014-12-01,Secondary Producer Price Index,Planetary Refined Commodities,1.014139,2214214233350.395,0.00121
2014-12-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.069862,1674576486039.0251,0.004525
2014-12-01,Secondary Producer Price Index,Salvaged materials,0.895732,7001117932545.217,-0.028236
2014-12-01,Secondary Producer Price Index,Starbase structures,1.260104,1355701239886.7466,0.013639
2014-12-01,Secondary Producer Price Index,Station components,0.509703,8862472077.725,-0.000168
2014-12-01,Secondary Producer Price Index,Tech II construction components,1.058233,3106638179822.3984,0.006997
2014-12-01,Secondary Producer Price Index,Tech III Subsystem Components,1.216285,188621067750.2488,0.001578
2015-01-01,Consumer Price Index,Ammo,0.999265,15190771462712.822,-2.3e-05
2015-01-01,Consumer Price Index,Apparel,0.903354,2653467080860.249,-0.000534
2015-01-01,Consumer Price Index,Boosters,0.96723,1058311213522.937,-7.2e-05
2015-01-01,Consumer Price Index,Commodity,0.840316,365164585632.4334,-0.000121
2015-01-01,Consumer Price Index,Complimentary ships,1.127534,127714787639.8062,3.3e-05
2015-01-01,Consumer Price Index,Drone,0.737706,2717677339.4312,-1e-06
2015-01-01,Consumer Price Index,Drones,1.234019,12859264841338.572,0.006271
2015-01-01,Consumer Price Index,Faction Ships,0.973032,48484007474900.81,-0.002724
2015-01-01,Consumer Price Index,Ice Products,1.006573,13773806738437.28,0.000188
2015-01-01,Consumer Price Index,Implants,0.990117,47806269910826.27,-0.000984
2015-01-01,Consumer Price Index,Insignias,0.983293,5809568675247.261,-0.000202
2015-01-01,Consumer Price Index,Officer Modules,0.996935,59752337706.5332,0.0
2015-01-01,Consumer Price Index,Orbitals,1.054754,416375939989.902,4.7e-05
2015-01-01,Consumer Price Index,POS Fuel,1.027404,13310711728439.729,0.00076
2015-01-01,Consumer Price Index,Planetary Infrastructure,0.975024,62370260293.052,-3e-06
2015-01-01,Consumer Price Index,Scripts,0.916073,16268395599.3838,-2e-06
2015-01-01,Consumer Price Index,Security Tags,1.053119,1409610904342.8457,0.000156
2015-01-01,Consumer Price Index,Services,0.975776,1113906900693.6228,-5.6e-05
2015-01-01,Consumer Price Index,Skills,1.000949,25802191526973.348,5.1e-05
2015-01-01,Consumer Price Index,Sovereignty Structures,1.063372,486342462261.0878,6.4e-05
2015-01-01,Consumer Price Index,Special Edition Ships,1.063532,1297439877848.189,0.000171
2015-01-01,Consumer Price Index,Starbase structures,1.061855,12580576834001.898,0.001621
2015-01-01,Consumer Price Index,Tech I Rigs,0.998098,7773037229565.529,-3e-05
2015-01-01,Consumer Price Index,Tech I modules,0.971779,92526990964058.94,-0.005441
2015-01-01,Consumer Price Index,Tech I ships,0.994788,47087562708355.445,-0.000511
2015-01-01,Consumer Price Index,Tech II Rigs,0.905235,12784620777120.182,-0.002524
2015-01-01,Consumer Price Index,Tech II modules,1.018707,23953987698318.973,0.000933
2015-01-01,Consumer Price Index,Tech II ships,1.013268,63769161555474.88,0.001763
2015-01-01,Consumer Price Index,Tech III ships,0.778684,10423340503331.887,-0.004807
2015-01-01,Consumer Price Index,Tech III subsystems,0.926395,16840514214424.6,-0.002583
2015-01-01,Mineral Price Index,High-End Minerals,1.00584,3782715079554.3994,0.001461
2015-01-01,Mineral Price Index,Low-End Minerals,1.002917,11330011062251.424,0.002186
2015-01-01,Primary Producer Price Index,Advanced Moon Materials,0.999461,12762073587287.795,-0.000196
2015-01-01,Primary Producer Price Index,Alloys & Compounds,1.162402,4571690422.143,2.1e-05
2015-01-01,Primary Producer Price Index,Commodity,0.973599,116309169120.1425,-8.7e-05
2015-01-01,Primary Producer Price Index,Datacores,0.866204,2034240101480.4429,-0.007781
2015-01-01,Primary Producer Price Index,Decryptors,1.001278,449854036928.1844,1.6e-05
2015-01-01,Primary Producer Price Index,Hybrid polymers,0.817001,1657024037524.3875,-0.008669
2015-01-01,Primary Producer Price Index,Ice,1.023331,2143773707356.8926,0.001429
2015-01-01,Primary Producer Price Index,Ore,1.012955,7016186573072.362,0.002598
2015-01-01,Primary Producer Price Index,Planetary Processed Materials,1.127317,457079789736.7339,0.001663
2015-01-01,Primary Producer Price Index,Planetary Raw Materials,1.139639,26677636899.0046,0.000106
2015-01-01,Primary Producer Price Index,Planetary Refined Commodities,1.192412,417763360928.3906,0.002298
2015-01-01,Primary Producer Price Index,Planetary Specialized Commodities,1.096928,355564567516.3055,0.000985
2015-01-01,Primary Producer Price Index,Processed Moon Materials,1.099742,1555498409964.434,0.004435
2015-01-01,Primary Producer Price Index,Raw Moon Materials,1.05768,5702054440715.265,0.009402
2015-01-01,Primary Producer Price Index,Reaction,0.903044,9418696859.3602,-2.6e-05
2015-01-01,Primary Producer Price Index,Reactions,1.014202,50172738967.3505,2e-05
2015-01-01,Primary Producer Price Index,Sleeper relics,0.422487,219621983982.5869,-0.003626
2015-01-01,Secondary Producer Price Index,Advanced Capital Construction Components,1.015528,22679937204.9139,1.1e-05
2015-01-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.98785,1959405377612.4731,-0.000757
2015-01-01,Secondary Producer Price Index,Blueprints,0.990844,8133228585510.268,-0.002369
2015-01-01,Secondary Producer Price Index,Boosters,0.817216,15116490599.2122,-8.7e-05
2015-01-01,Secondary Producer Price Index,Capital Ship Components,0.928355,544911094624.3977,-0.001242
2015-01-01,Secondary Producer Price Index,Commodity,0.993957,2306938602514.4,-0.000443
2015-01-01,Secondary Producer Price Index,Planetary Advanced Commodities,1.141277,1501404085033.7917,0.006749
2015-01-01,Secondary Producer Price Index,Planetary Commodities,1.215618,165165315478.5424,0.001133
2015-01-01,Secondary Producer Price Index,Planetary Refined Commodities,1.08389,2502849030681.4873,0.00668
2015-01-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.097998,2035677025722.2686,0.006347
2015-01-01,Secondary Producer Price Index,Salvaged materials,0.971375,7488264002486.386,-0.00682
2015-01-01,Secondary Producer Price Index,Starbase structures,0.845539,1711139033414.0789,-0.008409
2015-01-01,Secondary Producer Price Index,Station components,1.484942,23959393781.3613,0.000369
2015-01-01,Secondary Producer Price Index,Tech II construction components,0.998183,2805612198541.264,-0.000162
2015-01-01,Secondary Producer Price Index,Tech III Subsystem Components,0.760048,211808770173.0775,-0.001617
2015-02-01,Consumer Price Index,Ammo,0.96296,15885027687458.242,-0.001213
2015-02-01,Consumer Price Index,Apparel,0.965047,1999579948834.3757,-0.000144
2015-02-01,Consumer Price Index,Boosters,1.019943,1230891080535.567,5e-05
2015-02-01,Consumer Price Index,Commodity,0.968358,323940293317.982,-2.1e-05
2015-02-01,Consumer Price Index,Complimentary ships,1.024784,140309917673.3658,7e-06
2015-02-01,Consumer Price Index,Drone,1.050554,2820696721.6218,0.0
2015-02-01,Consumer Price Index,Drones,1.054384,17099798321327.623,0.001917
2015-02-01,Consumer Price Index,Faction Ships,0.941955,45935860034879.555,-0.005497
2015-02-01,Consumer Price Index,Ice Products,0.972614,13842198634551.012,-0.000781
2015-02-01,Consumer Price Index,Implants,0.987211,48292445345718.08,-0.001273
2015-02-01,Consumer Price Index,Insignias,0.997036,5797130011288.156,-3.5e-05
2015-02-01,Consumer Price Index,Officer Modules,0.973216,53809300907.0552,-2e-06
2015-02-01,Consumer Price Index,Orbitals,1.044835,457846133849.92,4.2e-05
2015-02-01,Consumer Price Index,POS Fuel,1.008096,13799482895845.082,0.00023
2015-02-01,Consumer Price Index,Planetary Infrastructure,1.04203,78541053275.8902,6e-06
2015-02-01,Consumer Price Index,Scripts,0.915483,13685447633.0618,-2e-06
2015-02-01,Consumer Price Index,Security Tags,0.962064,1296093013667.5063,-0.000101
2015-02-01,Consumer Price Index,Services,1.006352,797255870721.794,1e-05
2015-02-01,Consumer Price Index,Skills,0.994587,25257543768119.28,-0.000281
2015-02-01,Consumer Price Index,Sovereignty Structures,0.957127,473504180052.3616,-4.1e-05
2015-02-01,Consumer Price Index,Special Edition Ships,0.987677,1151861897977.3306,-2.9e-05
2015-02-01,Consumer Price Index,Starbase structures,1.00219,13072843936149.822,5.9e-05
2015-02-01,Consumer Price Index,Tech I Rigs,0.96842,7692635405761.017,-0.0005
2015-02-01,Consumer Price Index,Tech I modules,0.966779,92255253813147.94,-0.006319
2015-02-01,Consumer Price Index,Tech I ships,0.998655,48584248749055.38,-0.000134
2015-02-01,Consumer Price Index,Tech II Rigs,0.984986,14621372221649.438,-0.000452
2015-02-01,Consumer Price Index,Tech II modules,1.009442,24545406634949.504,0.000477
2015-02-01,Consumer Price Index,Tech II ships,0.986129,64910002279979.7,-0.001856
2015-02-01,Consumer Price Index,Tech III ships,0.847986,9524801276646.984,-0.002985
2015-02-01,Consumer Price Index,Tech III subsystems,0.962363,15856224902368.475,-0.00123
2015-02-01,Mineral Price Index,High-End Minerals,1.015536,3548443672771.355,0.003832
2015-02-01,Mineral Price Index,Low-End Minerals,0.999036,10836093453903.154,-0.000726
2015-02-01,Primary Producer Price Index,Advanced Moon Materials,0.974265,13302367208735.916,-0.00872
2015-02-01,Primary Producer Price Index,Alloys & Compounds,0.448174,2187846030.3661,-3e-05
2015-02-01,Primary Producer Price Index,Commodity,1.096882,173122189805.3935,0.000427
2015-02-01,Primary Producer Price Index,Datacores,0.961904,2136740945155.6677,-0.002073
2015-02-01,Primary Producer Price Index,Decryptors,1.104724,501855971757.6219,0.001338
2015-02-01,Primary Producer Price Index,Hybrid polymers,0.870113,1923285628099.739,-0.006363
2015-02-01,Primary Producer Price Index,Ice,0.979155,2509056897048.7817,-0.001332
2015-02-01,Primary Producer Price Index,Ore,1.023251,7666162110428.823,0.00454
2015-02-01,Primary Producer Price Index,Planetary Processed Materials,1.133332,585353827543.3574,0.001988
2015-02-01,Primary Producer Price Index,Planetary Raw Materials,1.161021,34496443750.7034,0.000141
2015-02-01,Primary Producer Price Index,Planetary Refined Commodities,1.04905,459778135294.7554,0.000574
2015-02-01,Primary Producer Price Index,Planetary Specialized Commodities,1.007141,401281048717.157,7.2e-05
2015-02-01,Primary Producer Price Index,Processed Moon Materials,1.066506,1758889504374.511,0.002979
2015-02-01,Primary Producer Price Index,Raw Moon Materials,1.131868,7359445609847.424,0.024722
2015-02-01,Primary Producer Price Index,Reaction,0.849344,7910866460.709,-3e-05
2015-02-01,Primary Producer Price Index,Reactions,0.994002,53642468216.5223,-8e-06
2015-02-01,Primary Producer Price Index,Sleeper relics,1.294251,379834370094.3272,0.002847
2015-02-01,Secondary Producer Price Index,Advanced Capital Construction Components,1.006879,19432742154.0425,4e-06
2015-02-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.98086,2336490387673.313,-0.001507
2015-02-01,Secondary Producer Price Index,Blueprints,1.001741,5037028058901.023,0.000295
2015-02-01,Secondary Producer Price Index,Boosters,1.671759,37871413737.4564,0.000857
2015-02-01,Secondary Producer Price Index,Capital Ship Components,0.997449,409717155459.6789,-3.5e-05
2015-02-01,Secondary Producer Price Index,Commodity,0.989641,2405185642247.5596,-0.000839
2015-02-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.98403,1700711279701.5266,-0.000915
2015-02-01,Secondary Producer Price Index,Planetary Commodities,1.113619,230304846178.9383,0.000881
2015-02-01,Secondary Producer Price Index,Planetary Refined Commodities,1.085082,2825240213179.8784,0.008102
2015-02-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.050327,2077885922871.7957,0.003524
2015-02-01,Secondary Producer Price Index,Salvaged materials,0.997927,7640596416521.385,-0.000533
2015-02-01,Secondary Producer Price Index,Starbase structures,0.922591,1952815242361.9006,-0.005095
2015-02-01,Secondary Producer Price Index,Station components,0.675483,17772864654.8241,-0.000194
2015-02-01,Secondary Producer Price Index,Tech II construction components,0.990938,2780372978881.2715,-0.000849
2015-02-01,Secondary Producer Price Index,Tech III Subsystem Components,0.958859,196596481691.4142,-0.000272
2015-03-01,Consumer Price Index,Ammo,0.97229,12957798234896.541,-0.000868
2015-03-01,Consumer Price Index,Apparel,0.9854,1491795690890.4666,-5.2e-05
2015-03-01,Consumer Price Index,Boosters,1.031517,1034180925982.7682,7.8e-05
2015-03-01,Consumer Price Index,Commodity,0.998153,289649967825.3444,-1e-06
2015-03-01,Consumer Price Index,Complimentary ships,1.133915,111015624633.6172,3.5e-05
2015-03-01,Consumer Price Index,Drone,1.048369,2064153649.609,0.0
2015-03-01,Consumer Price Index,Drones,0.988223,12030392253656.771,-0.000342
2015-03-01,Consumer Price Index,Faction Ships,0.984287,41329128541249.45,-0.001569
2015-03-01,Consumer Price Index,Ice Products,1.004858,12063004780468.832,0.000141
2015-03-01,Consumer Price Index,Implants,0.988893,41595492163292.78,-0.001116
2015-03-01,Consumer Price Index,Insignias,1.002673,5364647500636.368,3.4e-05
2015-03-01,Consumer Price Index,Officer Modules,0.737766,129015361923.8768,-8.1e-05
2015-03-01,Consumer Price Index,Orbitals,1.022492,383686937546.332,2e-05
2015-03-01,Consumer Price Index,POS Fuel,0.988288,11128400982017.373,-0.000315
2015-03-01,Consumer Price Index,Planetary Infrastructure,1.01247,62352033035.775,1e-06
2015-03-01,Consumer Price Index,Scripts,1.216406,25740874514.4996,1.3e-05
2015-03-01,Consumer Price Index,Security Tags,1.022591,1102590536746.8281,6e-05
2015-03-01,Consumer Price Index,Services,1.002925,614619072457.7032,4e-06
2015-03-01,Consumer Price Index,Skills,0.9998,21386539940467.695,-1e-05
2015-03-01,Consumer Price Index,Sovereignty Structures,1.083733,269926704979.3248,5.4e-05
2015-03-01,Consumer Price Index,Special Edition Ships,1.046443,1057509735345.5284,0.000118
2015-03-01,Consumer Price Index,Starbase structures,0.958067,10772178424651.846,-0.001092
2015-03-01,Consumer Price Index,Tech I Rigs,0.979399,6360856553436.677,-0.000316
2015-03-01,Consumer Price Index,Tech I modules,1.001557,83845433031161.45,0.000315
2015-03-01,Consumer Price Index,Tech I ships,0.996318,40500373340095.87,-0.00036
2015-03-01,Consumer Price Index,Tech II Rigs,1.001482,13243633602788.693,4.7e-05
2015-03-01,Consumer Price Index,Tech II modules,0.981342,21081073013667.348,-0.00095
2015-03-01,Consumer Price Index,Tech II ships,0.977009,53478404967878.445,-0.002972
2015-03-01,Consumer Price Index,Tech III ships,0.806278,8234808668487.093,-0.003856
2015-03-01,Consumer Price Index,Tech III subsystems,0.911954,11694575917773.064,-0.002489
2015-03-01,Mineral Price Index,High-End Minerals,1.06365,3497497382596.438,0.017258
2015-03-01,Mineral Price Index,Low-End Minerals,0.995321,9401731633057.754,-0.00341
2015-03-01,Primary Producer Price Index,Advanced Moon Materials,0.971817,11503910541384.85,-0.009568
2015-03-01,Primary Producer Price Index,Alloys & Compounds,1.455284,1973346256.6172,2.6e-05
2015-03-01,Primary Producer Price Index,Commodity,1.114604,156959672091.2935,0.00053
2015-03-01,Primary Producer Price Index,Datacores,1.015552,1805385945076.2966,0.000828
2015-03-01,Primary Producer Price Index,Decryptors,1.075828,461806406177.3818,0.001033
2015-03-01,Primary Producer Price Index,Hybrid polymers,0.85961,1482139012888.1272,-0.00614
2015-03-01,Primary Producer Price Index,Ice,0.9916,2066288639471.9526,-0.000512
2015-03-01,Primary Producer Price Index,Ore,0.996521,6870975541918.3,-0.000705
2015-03-01,Primary Producer Price Index,Planetary Processed Materials,0.983797,535996240305.9357,-0.000256
2015-03-01,Primary Producer Price Index,Planetary Raw Materials,0.98044,32872752908.691,-1.8e-05
2015-03-01,Primary Producer Price Index,Planetary Refined Commodities,1.04557,446256239250.6931,0.0006
2015-03-01,Primary Producer Price Index,Planetary Specialized Commodities,1.04354,365765341692.3995,0.000469
2015-03-01,Primary Producer Price Index,Processed Moon Materials,0.973275,1416085951102.1816,-0.001116
2015-03-01,Primary Producer Price Index,Raw Moon Materials,0.988233,6416587601023.78,-0.002228
2015-03-01,Primary Producer Price Index,Reaction,0.856692,8078305773.0063,-3.4e-05
2015-03-01,Primary Producer Price Index,Reactions,0.947052,43862567607.8249,-6.8e-05
2015-03-01,Primary Producer Price Index,Sleeper relics,0.562655,269245891942.4658,-0.003475
2015-03-01,Secondary Producer Price Index,Advanced Capital Construction Components,1.779849,8674925917.7058,0.000265
2015-03-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.879946,2135421857219.6418,-0.010054
2015-03-01,Secondary Producer Price Index,Blueprints,1.00325,3983389533392.391,0.000507
2015-03-01,Secondary Producer Price Index,Boosters,0.488511,24187437685.6017,-0.000485
2015-03-01,Secondary Producer Price Index,Capital Ship Components,0.965426,322714880564.3249,-0.000437
2015-03-01,Secondary Producer Price Index,Commodity,0.992063,2208668195195.418,-0.000687
2015-03-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.996563,1394043130236.916,-0.000187
2015-03-01,Secondary Producer Price Index,Planetary Commodities,0.973376,194928262294.9128,-0.000203
2015-03-01,Secondary Producer Price Index,Planetary Refined Commodities,0.992202,2568668540887.509,-0.000785
2015-03-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.990006,1802592898602.7217,-0.000706
2015-03-01,Secondary Producer Price Index,Salvaged materials,1.022583,6856741020124.949,0.006073
2015-03-01,Secondary Producer Price Index,Starbase structures,0.905467,1581904278362.773,-0.005865
2015-03-01,Secondary Producer Price Index,Station components,0.401744,5970260282.0,-0.00014
2015-03-01,Secondary Producer Price Index,Tech II construction components,0.958263,2154885133026.333,-0.003527
2015-03-01,Secondary Producer Price Index,Tech III Subsystem Components,0.817829,253807286560.6765,-0.001813
2015-04-01,Consumer Price Index,Ammo,0.967225,14203401983335.086,-0.001024
2015-04-01,Consumer Price Index,Apparel,1.098229,1749528803350.1165,0.000378
2015-04-01,Consumer Price Index,Boosters,1.005738,1173354999495.3962,1.4e-05
2015-04-01,Consumer Price Index,Commodity,1.007223,352656337099.6016,5e-06
2015-04-01,Consumer Price Index,Complimentary ships,1.486068,215048243651.2632,0.00023
2015-04-01,Consumer Price Index,Drone,1.043228,2184279284.5578,0.0
2015-04-01,Consumer Price Index,Drones,0.975597,12451497240018.861,-0.000668
2015-04-01,Consumer Price Index,Faction Ships,0.983385,47403591052889.41,-0.001733
2015-04-01,Consumer Price Index,Ice Products,0.998619,12913665163584.283,-3.9e-05
2015-04-01,Consumer Price Index,Implants,0.991409,44196513201538.31,-0.000835
2015-04-01,Consumer Price Index,Insignias,0.97709,5520850016257.498,-0.000278
2015-04-01,Consumer Price Index,Officer Modules,1.526619,18475156251.465,2.1e-05
2015-04-01,Consumer Price Index,Orbitals,0.948412,484703332926.978,-5.5e-05
2015-04-01,Consumer Price Index,POS Fuel,0.988737,11730700506994.697,-0.00029
2015-04-01,Consumer Price Index,Planetary Infrastructure,0.97554,67026914610.4836,-3e-06
2015-04-01,Consumer Price Index,Scripts,1.248725,29388938805.2214,1.6e-05
2015-04-01,Consumer Price Index,Security Tags,1.091671,1307552669772.156,0.000263
2015-04-01,Consumer Price Index,Services,1.02706,687984058228.0756,4e-05
2015-04-01,Consumer Price Index,Skills,0.998313,22833991398524.1,-8.4e-05
2015-04-01,Consumer Price Index,Sovereignty Structures,1.078399,568678012359.2618,9.8e-05
2015-04-01,Consumer Price Index,Special Edition Ships,1.381773,3491645267342.2256,0.002934
2015-04-01,Consumer Price Index,Starbase structures,0.934491,10728304145779.986,-0.001547
2015-04-01,Consumer Price Index,Tech I Rigs,0.972705,7000574645143.89,-0.00042
2015-04-01,Consumer Price Index,Tech I modules,0.986042,92090297552052.34,-0.002829
2015-04-01,Consumer Price Index,Tech I ships,1.016686,46282517311091.39,0.0017
2015-04-01,Consumer Price Index,Tech II Rigs,0.976892,14614553341795.258,-0.000743
2015-04-01,Consumer Price Index,Tech II modules,0.974303,21928350923741.344,-0.00124
2015-04-01,Consumer Price Index,Tech II ships,0.975762,58014241473091.234,-0.003095
2015-04-01,Consumer Price Index,Tech III ships,1.013632,10244151297273.88,0.000307
2015-04-01,Consumer Price Index,Tech III subsystems,0.910157,11919022589483.625,-0.002357
2015-04-01,Mineral Price Index,High-End Minerals,1.60303,6569559442635.062,0.252914
2015-04-01,Mineral Price Index,Low-End Minerals,0.936269,9094384719838.365,-0.037001
2015-04-01,Primary Producer Price Index,Advanced Moon Materials,0.993176,12569563355051.256,-0.002474
2015-04-01,Primary Producer Price Index,Alloys & Compounds,0.838732,4361022671.7269,-2e-05
2015-04-01,Primary Producer Price Index,Commodity,0.463546,78445551068.3888,-0.001214
2015-04-01,Primary Producer Price Index,Datacores,0.965544,1829521446816.3958,-0.001818
2015-04-01,Primary Producer Price Index,Decryptors,1.062217,525524150914.6496,0.000943
2015-04-01,Primary Producer Price Index,Hybrid polymers,1.036602,1612433100260.1057,0.001702
2015-04-01,Primary Producer Price Index,Ice,0.984131,2216644726562.1284,-0.001014
2015-04-01,Primary Producer Price Index,Ore,0.901451,6639053265093.291,-0.018874
2015-04-01,Primary Producer Price Index,Planetary Processed Materials,0.936791,527330925754.6392,-0.000961
2015-04-01,Primary Producer Price Index,Planetary Raw Materials,0.896595,33506947385.4518,-9.9e-05
2015-04-01,Primary Producer Price Index,Planetary Refined Commodities,0.908594,415690312879.0809,-0.001096
2015-04-01,Primary Producer Price Index,Planetary Specialized Commodities,0.935374,374586879489.447,-0.000698
2015-04-01,Primary Producer Price Index,Processed Moon Materials,0.9789,1463913471055.6274,-0.000891
2015-04-01,Primary Producer Price Index,Raw Moon Materials,0.94512,6000862278600.423,-0.0095
2015-04-01,Primary Producer Price Index,Reaction,2.278917,19864108310.6524,0.000732
2015-04-01,Primary Producer Price Index,Reactions,0.935151,37691343675.0009,-7e-05
2015-04-01,Primary Producer Price Index,Sleeper relics,1.281648,314510685053.9424,0.002555
2015-04-01,Secondary Producer Price Index,Advanced Capital Construction Components,1.22957,12238270571.2576,0.000107
2015-04-01,Secondary Producer Price Index,Ancient Salvaged Materials,1.048184,1971166658844.8071,0.003646
2015-04-01,Secondary Producer Price Index,Blueprints,1.00314,3990066387734.8105,0.00048
2015-04-01,Secondary Producer Price Index,Boosters,1.384034,35162150229.9181,0.000518
2015-04-01,Secondary Producer Price Index,Capital Ship Components,0.948553,296948322277.5723,-0.000586
2015-04-01,Secondary Producer Price Index,Commodity,0.998869,2426673012930.2637,-0.000105
2015-04-01,Secondary Producer Price Index,Planetary Advanced Commodities,0.926816,1401549171284.552,-0.003937
2015-04-01,Secondary Producer Price Index,Planetary Commodities,0.772301,153765853772.847,-0.001344
2015-04-01,Secondary Producer Price Index,Planetary Refined Commodities,0.923504,2410617754458.421,-0.007079
2015-04-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.960702,1818389234051.9678,-0.002743
2015-04-01,Secondary Producer Price Index,Salvaged materials,0.972316,7528710012885.118,-0.008001
2015-04-01,Secondary Producer Price Index,Starbase structures,0.939439,1587462498785.976,-0.00369
2015-04-01,Secondary Producer Price Index,Station components,0.242568,20724654763.0301,-0.000602
2015-04-01,Secondary Producer Price Index,Tech II construction components,0.981701,2180423812696.4048,-0.001531
2015-04-01,Secondary Producer Price Index,Tech III Subsystem Components,1.191662,215001547306.4699,0.001581
2015-05-01,Consumer Price Index,Ammo,0.991412,13254541008251.3,-0.000264
2015-05-01,Consumer Price Index,Apparel,0.989391,1992043312733.6248,-4.9e-05
2015-05-01,Consumer Price Index,Boosters,1.017569,1016659865202.211,4.1e-05
2015-05-01,Consumer Price Index,Commodity,0.724747,451707094105.5234,-0.000288
2015-05-01,Consumer Price Index,Complimentary ships,0.967268,135271502703.3632,-1e-05
2015-05-01,Consumer Price Index,Drone,0.772361,1629856377.0598,0.0
2015-05-01,Consumer Price Index,Drones,1.015358,11450730471086.064,0.000407
2015-05-01,Consumer Price Index,Faction Ships,0.981213,45402165636596.31,-0.001978
2015-05-01,Consumer Price Index,Ice Products,0.992539,12950686089569.861,-0.000224
2015-05-01,Consumer Price Index,Implants,0.994403,40233032693280.984,-0.000522
2015-05-01,Consumer Price Index,Insignias,0.971994,4944549172486.291,-0.000321
2015-05-01,Consumer Price Index,Officer Modules,0.814029,71464666694.5656,-3e-05
2015-05-01,Consumer Price Index,Orbitals,0.948508,374463263450.5504,-4.4e-05
2015-05-01,Consumer Price Index,POS Fuel,0.980929,10547748881756.127,-0.000466
2015-05-01,Consumer Price Index,Planetary Infrastructure,1.008214,65056985843.0258,1e-06
2015-05-01,Consumer Price Index,SKINs,0.704218,2353569565372.9624,-0.001614
2015-05-01,Consumer Price Index,Scripts,0.946018,34440340681.8548,-4e-06
2015-05-01,Consumer Price Index,Security Tags,0.892379,1135567498262.9758,-0.000283
2015-05-01,Consumer Price Index,Services,1.050337,862803089464.1868,0.0001
2015-05-01,Consumer Price Index,Skills,1.000532,21986107453446.1,2.7e-05
2015-05-01,Consumer Price Index,Sovereignty Structures,0.959375,610449787845.4662,-5.7e-05
2015-05-01,Consumer Price Index,Special Edition Ships,1.351346,288455411884.0916,0.000235
2015-05-01,Consumer Price Index,Starbase structures,1.042893,11435184526885.682,0.001137
2015-05-01,Consumer Price Index,Tech I Rigs,1.005581,6702857062589.948,8.6e-05
2015-05-01,Consumer Price Index,Tech I modules,0.987602,86862645732981.56,-0.002498
2015-05-01,Consumer Price Index,Tech I ships,1.001026,45135046451832.19,0.000107
2015-05-01,Consumer Price Index,Tech II Rigs,0.986307,13359337551133.23,-0.000424
2015-05-01,Consumer Price Index,Tech II modules,0.982426,21612482257775.547,-0.000881
2015-05-01,Consumer Price Index,Tech II ships,1.003675,55655253326263.4,0.000474
2015-05-01,Consumer Price Index,Tech III ships,0.954535,9079921100964.002,-0.000957
2015-05-01,Consumer Price Index,Tech III subsystems,0.974348,11098586582082.293,-0.00066
2015-05-01,Mineral Price Index,High-End Minerals,1.022144,10104842306307.342,0.012013
2015-05-01,Mineral Price Index,Low-End Minerals,0.905793,8521512034099.458,-0.043099
2015-05-01,Primary Producer Price Index,Advanced Moon Materials,1.001887,10947716691552.854,0.000705
2015-05-01,Primary Producer Price Index,Alloys & Compounds,1.002998,2870635741.5802,0.0
2015-05-01,Primary Producer Price Index,Commodity,0.346163,39421491814.9776,-0.00088
2015-05-01,Primary Producer Price Index,Datacores,0.921762,1558019554423.3567,-0.004165
2015-05-01,Primary Producer Price Index,Decryptors,0.841662,418660420597.9342,-0.002265
2015-05-01,Primary Producer Price Index,Hybrid polymers,0.96033,1662899526652.2,-0.002254
2015-05-01,Primary Producer Price Index,Ice,0.995038,2057318531970.78,-0.000348
2015-05-01,Primary Producer Price Index,Ore,0.938527,4709357311474.818,-0.009892
2015-05-01,Primary Producer Price Index,Planetary Processed Materials,0.903543,433290752730.6444,-0.001428
2015-05-01,Primary Producer Price Index,Planetary Raw Materials,0.993596,32879900550.512,-7e-06
2015-05-01,Primary Producer Price Index,Planetary Refined Commodities,0.98587,354999466520.0493,-0.000171
2015-05-01,Primary Producer Price Index,Planetary Specialized Commodities,0.923409,323775461315.9988,-0.000847
2015-05-01,Primary Producer Price Index,Processed Moon Materials,1.004516,1438917895147.265,0.000222
2015-05-01,Primary Producer Price Index,Raw Moon Materials,0.892181,5003062784619.557,-0.018432
2015-05-01,Primary Producer Price Index,Reaction,0.318948,8942416269.5001,-0.000208
2015-05-01,Primary Producer Price Index,Reactions,0.940296,33635446603.0078,-6.8e-05
2015-05-01,Primary Producer Price Index,Sleeper relics,0.745092,238347254613.7379,-0.002076
2015-05-01,Secondary Producer Price Index,Advanced Capital Construction Components,0.936281,9708302252.1871,-2.5e-05
2015-05-01,Secondary Producer Price Index,Ancient Salvaged Materials,0.831892,1568460504212.8113,-0.010769
2015-05-01,Secondary Producer Price Index,Blueprints,0.998291,4029726567855.2275,-0.000281
2015-05-01,Secondary Producer Price Index,Boosters,0.979255,17540758731.8049,-1.4e-05
2015-05-01,Secondary Producer Price Index,Capital Ship Components,1.0266,333935262085.9583,0.000362
