history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
2004-12-01,Primary Producer Price Index,Reactions,0.938111,1897410731.6795,-0.00111
2004-12-01,Secondary Producer Price Index,Blueprints,0.930247,265563569228.9828,-0.025791
2004-12-01,Secondary Producer Price Index,Commodity,1.010109,302183983905.8823,0.004253
2004-12-01,Secondary Producer Price Index,Planetary Commodities,1.110356,2872620773.1862,0.000441
2004-12-01,Secondary Producer Price Index,Planetary Refined Commodities,0.902218,22201094278.2149,-0.003022
2004-12-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.018229,69458105996.3489,0.001762
2004-12-01,Secondary Producer Price Index,Tech II construction components,0.879864,55944473454.3825,-0.009357
2005-01-01,Consumer Price Index,Ammo,0.880248,85932914760.9496,-0.002344
2005-01-01,Consumer Price Index,Boosters,1.004752,2170285.5792,0.0
2005-01-01,Consumer Price Index,Commodity,1.006673,226025775382.3478,0.000343
2005-01-01,Consumer Price Index,Drones,1.039168,27855614144.1914,0.000248
2005-01-01,Consumer Price Index,Ice Products,0.777415,30366865996.112,-0.001539
2005-01-01,Consumer Price Index,Implants,2.013345,291744174357.6034,0.067343
2005-01-01,Consumer Price Index,Insignias,1.270103,289563017.5894,1.7e-05
2005-01-01,Consumer Price Index,Skills,1.028638,314332623671.9962,0.00205
2005-01-01,Consumer Price Index,Starbase structures,0.989777,203827914751.2728,-0.000474
2005-01-01,Consumer Price Index,Tech I modules,1.022806,623037905144.7697,0.003236
2005-01-01,Consumer Price Index,Tech I ships,1.020483,1986807868995.955,0.00927
2005-01-01,Consumer Price Index,Tech II modules,0.998868,429857287300.5476,-0.00011
2005-01-01,Consumer Price Index,Tech II ships,0.964587,169882308854.605,-0.00137
2005-01-01,Mineral Price Index,High-End Minerals,1.01287,603610895368.8849,0.008149
2005-01-01,Mineral Price Index,Low-End Minerals,1.079383,349633358025.8469,0.029116
2005-01-01,Primary Producer Price Index,Advanced Moon Materials,0.937236,7762613773.8073,-0.000696
2005-01-01,Primary Producer Price Index,Alloys & Compounds,1.264068,47907844.353,1.8e-05
2005-01-01,Primary Producer Price Index,Commodity,1.150164,4830896841.345,0.001036
2005-01-01,Primary Producer Price Index,Datacores,49.999666,7500000.0,0.000525
2005-01-01,Primary Producer Price Index,Ice,0.97046,3311270449.3205,-0.000139
2005-01-01,Primary Producer Price Index,Ore,1.093079,28988847008.6019,0.003855
2005-01-01,Primary Producer Price Index,Planetary Processed Materials,1.000431,55608694984.6349,3.4e-05
2005-01-01,Primary Producer Price Index,Planetary Refined Commodities,0.996128,269856287790.9138,-0.001492
2005-01-01,Primary Producer Price Index,Planetary Specialized Commodities,0.992692,326219252897.5542,-0.003406
2005-01-01,Primary Producer Price Index,Processed Moon Materials,0.837987,523189853.5565,-0.000121
2005-01-01,Primary Producer Price Index,Raw Moon Materials,0.714912,992192917.8462,-0.000404
2005-01-01,Primary Producer Price Index,Reactions,0.998919,1706900686.2749,-2e-06
2005-01-01,Secondary Producer Price Index,Blueprints,1.007954,148095273530.8724,0.000406
2005-01-01,Secondary Producer Price Index,Commodity,1.00003,2131440586084.4011,2.2e-05
2005-01-01,Secondary Producer Price Index,Planetary Commodities,0.992619,12353729411.019,-3.1e-05
2005-01-01,Secondary Producer Price Index,Planetary Refined Commodities,1.000104,151617250643.3952,5e-06
2005-01-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.000274,402007315202.1221,3.7e-05
2005-01-01,Secondary Producer Price Index,Tech II construction components,0.790073,54452468685.2895,-0.003941
2005-02-01,Consumer Price Index,Ammo,0.954103,99601414547.3918,-0.000897
2005-02-01,Consumer Price Index,Boosters,1.001106,2172686.46,0.0
2005-02-01,Consumer Price Index,Commodity,0.995253,231559943329.0008,-0.000215
2005-02-01,Consumer Price Index,Drones,0.936175,27566771226.9176,-0.000345
2005-02-01,Consumer Price Index,Ice Products,1.026862,56521135772.9844,0.000298
2005-02-01,Consumer Price Index,Implants,1.038751,184439020997.1596,0.001403
2005-02-01,Consumer Price Index,Insignias,3.484525,1784807457.492,0.00087
2005-02-01,Consumer Price Index,Skills,1.005381,354926333960.5314,0.000374
2005-02-01,Consumer Price Index,Starbase structures,1.020263,275751321750.7688,0.001097
2005-02-01,Consumer Price Index,Tech I modules,0.999681,815356375912.0319,-5.1e-05
2005-02-01,Consumer Price Index,Tech I ships,1.038169,2131973541405.764,0.015976
2005-02-01,Consumer Price Index,Tech II modules,1.043871,652199836532.3044,0.005617
2005-02-01,Consumer Price Index,Tech II ships,1.008956,261632428843.4128,0.00046
2005-02-01,Mineral Price Index,High-End Minerals,0.994623,708821649271.7297,-0.003251
2005-02-01,Mineral Price Index,Low-End Minerals,1.045123,463267254060.9242,0.017834
2005-02-01,Primary Producer Price Index,Advanced Moon Materials,0.97654,12440901742.6296,-0.000355
2005-02-01,Primary Producer Price Index,Alloys & Compounds,1.040027,159577436.1743,7e-06
2005-02-01,Primary Producer Price Index,Commodity,0.977942,7610165536.8448,-0.000204
2005-02-01,Primary Producer Price Index,Ice,1.001752,8265503672.0022,1.7e-05
2005-02-01,Primary Producer Price Index,Ore,1.08087,31262192972.8864,0.003075
2005-02-01,Primary Producer Price Index,Planetary Processed Materials,1.00329,59834079197.8282,0.000239
2005-02-01,Primary Producer Price Index,Planetary Refined Commodities,1.004939,295516404116.4159,0.001775
2005-02-01,Primary Producer Price Index,Planetary Specialized Commodities,0.985581,401218667549.348,-0.007037
2005-02-01,Primary Producer Price Index,Processed Moon Materials,1.031039,709811968.3566,2.6e-05
2005-02-01,Primary Producer Price Index,Raw Moon Materials,0.886489,3443994578.4535,-0.000475
2005-02-01,Primary Producer Price Index,Reactions,0.994863,1627575247.4356,-1e-05
2005-02-01,Secondary Producer Price Index,Blueprints,0.995046,170866481389.449,-0.00024
2005-02-01,Secondary Producer Price Index,Commodity,1.000312,2653580098597.7075,0.000234
2005-02-01,Secondary Producer Price Index,Planetary Commodities,1.104666,12513868457.456,0.000371
2005-02-01,Secondary Producer Price Index,Planetary Refined Commodities,1.000426,169664171544.8537,2e-05
2005-02-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.9934,441785886252.3134,-0.000826
2005-02-01,Secondary Producer Price Index,Tech II construction components,0.931648,78323112362.0791,-0.001517
2005-03-01,Consumer Price Index,Ammo,0.922449,107853451324.0012,-0.001673
2005-03-01,Consumer Price Index,Boosters,0.99416,2880000.0,0.0
2005-03-01,Consumer Price Index,Commodity,0.999414,205453618990.3572,-2.4e-05
2005-03-01,Consumer Price Index,Drones,1.018645,23621160424.2594,8.8e-05
2005-03-01,Consumer Price Index,Faction Ships,1.17647,400000000.0,1.4e-05
2005-03-01,Consumer Price Index,Ice Products,0.962862,56730413507.7628,-0.000421
2005-03-01,Consumer Price Index,Implants,1.024998,279055289531.4868,0.001395
2005-03-01,Consumer Price Index,Insignias,1.744703,5264538373.1862,0.000784
2005-03-01,Consumer Price Index,Skills,0.957575,355892336804.4808,-0.00302
2005-03-01,Consumer Price Index,Starbase structures,0.995853,107182882548.1446,-8.8e-05
2005-03-01,Consumer Price Index,Tech I modules,1.023426,844337070016.3337,0.003957
2005-03-01,Consumer Price Index,Tech I ships,1.020148,2007414474129.83,0.008091
2005-03-01,Consumer Price Index,Tech II modules,0.981094,723931489237.2098,-0.002738
2005-03-01,Consumer Price Index,Tech II ships,0.995051,281086646811.5096,-0.000278
2005-03-01,Mineral Price Index,High-End Minerals,0.978977,595574103928.9111,-0.012812
2005-03-01,Mineral Price Index,Low-End Minerals,1.077755,381664792754.8278,0.030367
2005-03-01,Primary Producer Price Index,Advanced Moon Materials,1.022329,19265972996.3819,0.000548
2005-03-01,Primary Producer Price Index,Alloys & Compounds,1.246024,575630323.8266,0.00018
2005-03-01,Primary Producer Price Index,Commodity,0.99223,7226080824.7774,-7.1e-05
2005-03-01,Primary Producer Price Index,Ice,1.002483,8247481288.5003,2.6e-05
2005-03-01,Primary Producer Price Index,Ore,1.074353,26972515638.9189,0.002558
2005-03-01,Primary Producer Price Index,Planetary Processed Materials,0.994341,47136074881.8234,-0.00034
2005-03-01,Primary Producer Price Index,Planetary Refined Commodities,1.003503,271165566431.82,0.001211
2005-03-01,Primary Producer Price Index,Planetary Specialized Commodities,0.997231,396739552644.1879,-0.001401
2005-03-01,Primary Producer Price Index,Processed Moon Materials,0.809352,940584601.9662,-0.000228
2005-03-01,Primary Producer Price Index,Raw Moon Materials,0.941804,4800408864.4436,-0.000356
2005-03-01,Primary Producer Price Index,Reactions,0.977792,849689799.0592,-2.4e-05
2005-03-01,Secondary Producer Price Index,Blueprints,0.992672,274213826817.5824,-0.0006
2005-03-01,Secondary Producer Price Index,Commodity,1.000719,2423470317176.4688,0.000521
2005-03-01,Secondary Producer Price Index,Planetary Commodities,0.981045,21785804453.7291,-0.000123
2005-03-01,Secondary Producer Price Index,Planetary Refined Commodities,0.999211,143096005195.4612,-3.3e-05
2005-03-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.007104,398620504570.8163,0.000846
2005-03-01,Secondary Producer Price Index,Tech II construction components,1.097311,83090320771.4488,0.002417
2005-04-01,Consumer Price Index,Ammo,0.960973,121582316664.2732,-0.000823
2005-04-01,Consumer Price Index,Boosters,1.0,1800000.0,0.0
2005-04-01,Consumer Price Index,Commodity,0.995965,213273543211.7002,-0.000149
2005-04-01,Consumer Price Index,Drones,1.054031,27433819889.5456,0.000257
2005-04-01,Consumer Price Index,Faction Ships,1.25,500000000.0,2.1e-05
2005-04-01,Consumer Price Index,Ice Products,1.035966,72629364716.3028,0.000453
2005-04-01,Consumer Price Index,Implants,0.813514,269719019307.9252,-0.008733
2005-04-01,Consumer Price Index,Insignias,0.882909,13801294510.8026,-0.00028
2005-04-01,Consumer Price Index,Skills,1.003274,367787077549.4678,0.000209
2005-04-01,Consumer Price Index,Starbase structures,1.007436,121842841710.166,0.000157
2005-04-01,Consumer Price Index,Tech I modules,1.021283,1044722402404.681,0.00386
2005-04-01,Consumer Price Index,Tech I ships,0.997731,2284782473993.5586,-0.0009
2005-04-01,Consumer Price Index,Tech II modules,0.98663,835819841804.6202,-0.00194
2005-04-01,Consumer Price Index,Tech II ships,1.01764,385697688489.8326,0.001181
2005-04-01,Mineral Price Index,High-End Minerals,0.981919,613659911469.5103,-0.010354
2005-04-01,Mineral Price Index,Low-End Minerals,1.034578,457875069284.2081,0.014775
2005-04-01,Primary Producer Price Index,Advanced Moon Materials,1.166484,23059015184.4094,0.004455
2005-04-01,Primary Producer Price Index,Alloys & Compounds,1.05719,1069732560.8255,7.1e-05
2005-04-01,Primary Producer Price Index,Commodity,1.012277,8104715584.7487,0.000115
2005-04-01,Primary Producer Price Index,Ice,1.008894,12389643820.4037,0.000127
2005-04-01,Primary Producer Price Index,Ore,1.018488,34172902418.8322,0.000733
2005-04-01,Primary Producer Price Index,Planetary Processed Materials,1.002381,54797328105.4209,0.000151
2005-04-01,Primary Producer Price Index,Planetary Refined Commodities,0.99535,286565925516.8912,-0.001546
2005-04-01,Primary Producer Price Index,Planetary Specialized Commodities,1.002599,430637824081.6537,0.001299
2005-04-01,Primary Producer Price Index,Processed Moon Materials,0.717407,2050454393.799,-0.000672
2005-04-01,Primary Producer Price Index,Raw Moon Materials,1.157455,7782294130.0689,0.001422
2005-04-01,Primary Producer Price Index,Reactions,0.978923,943757108.8315,-2.3e-05
2005-04-01,Secondary Producer Price Index,Blueprints,0.999914,315634105983.0479,-6e-06
2005-04-01,Secondary Producer Price Index,Commodity,0.998548,2892903554562.9053,-0.001062
2005-04-01,Secondary Producer Price Index,Planetary Commodities,0.977618,22889938255.1961,-0.000129
2005-04-01,Secondary Producer Price Index,Planetary Refined Commodities,1.001454,164517737904.666,6e-05
2005-04-01,Secondary Producer Price Index,Planetary Specialized Commodities,1.00009,443236429174.8144,1e-05
2005-04-01,Secondary Producer Price Index,Tech II construction components,1.170982,115067106632.8333,0.004975
2005-05-01,Consumer Price Index,Ammo,0.971419,139556980076.7756,-0.000623
2005-05-01,Consumer Price Index,Boosters,0.999145,2517846.1532,0.0
2005-05-01,Consumer Price Index,Commodity,0.997099,220978003923.1806,-0.0001
2005-05-01,Consumer Price Index,Drones,1.022245,26018037416.09,9e-05
2005-05-01,Consumer Price Index,Ice Products,1.017525,84831311479.0242,0.000232
2005-05-01,Consumer Price Index,Implants,0.823551,425671800787.3366,-0.01174
2005-05-01,Consumer Price Index,Insignias,0.883212,10691829416.9806,-0.000195
2005-05-01,Consumer Price Index,Skills,0.998298,425013557231.7714,-0.000113
2005-05-01,Consumer Price Index,Starbase structures,0.987419,181938835439.3256,-0.000357
2005-05-01,Consumer Price Index,Tech I modules,1.032533,1190697497010.3398,0.006055
2005-05-01,Consumer Price Index,Tech I ships,0.996784,2306855946065.511,-0.001159
2005-05-01,Consumer Price Index,Tech II modules,0.982707,930828645289.8978,-0.002516
2005-05-01,Consumer Price Index,Tech II ships,1.00007,454365070128.1174,4e-06
2005-05-01,Mineral Price Index,High-End Minerals,0.976114,573301376535.1619,-0.01325
2005-05-01,Mineral Price Index,Low-End Minerals,1.006184,460125131254.3831,0.002753
2005-05-01,Primary Producer Price Index,Advanced Moon Materials,1.174307,32070870863.5579,0.006179
2005-05-01,Primary Producer Price Index,Alloys & Compounds,1.320705,1958838265.7727,0.000694
2005-05-01,Primary Producer Price Index,Commodity,0.99806,7699140388.0559,-1.6e-05
2005-05-01,Primary Producer Price Index,Ice,1.001903,14289182248.8127,3e-05
2005-05-01,Primary Producer Price Index,Ore,1.005857,37982949280.9949,0.000245
2005-05-01,Primary Producer Price Index,Planetary Processed Materials,0.998783,57706121967.4632,-7.7e-05
2005-05-01,Primary Producer Price Index,Planetary Refined Commodities,1.001769,291724162950.0579,0.00057
2005-05-01,Primary Producer Price Index,Planetary Specialized Commodities,0.99683,439564106206.6684,-0.00154
2005-05-01,Primary Producer Price Index,Processed Moon Materials,1.544965,8870490754.0884,0.005343
2005-05-01,Primary Producer Price Index,Raw Moon Materials,1.088814,11262199301.9719,0.001105
2005-05-01,Primary Producer Price Index,Reactions,0.976345,1509449376.0548,-3.9e-05
2005-05-01,Secondary Producer Price Index,Blueprints,1.002753,218177999970.8989,0.000152
2005-05-01,Secondary Producer Price Index,Commodity,0.998065,2949877857520.782,-0.001444
2005-05-01,Secondary Producer Price Index,Planetary Commodities,0.996826,22934099410.6263,-1.8e-05
2005-05-01,Secondary Producer Price Index,Planetary Refined Commodities,1.00351,174343258496.0503,0.000154
2005-05-01,Secondary Producer Price Index,Planetary Specialized Commodities,0.993399,437994897610.51,-0.000731
2005-05-01,Secondary Producer Price Index,Tech II construction components,1.309002,148226829943.0895,0.01159
2005-06-01,Consumer Price Index,Ammo,1.001717,152492681756.9132,3.5e-05
2005-06-01,Consumer Price Index,Boosters,1.000855,4680000.0,0.0
2005-06-01,Consumer Price Index,Commodity,1.002269,237440044973.9592,7.3e-05
2005-06-01,Consumer Price Index,Drones,0.990604,26974274067.715,-3.4e-05
2005-06-01,Consumer Price Index,Ice Products,1.19065,134439290746.2324,0.003519
2005-06-01,Consumer Price Index,Implants,1.03111,657545755850.231,0.002809
2005-06-01,Consumer Price Index,Insignias,1.222144,14888378069.6866,0.000454
2005-06-01,Consumer Price Index,Skills,0.994674,413650378680.9616,-0.000302
2005-06-01,Consumer Price Index,Starbase structures,0.983498,196123059442.4906,-0.000444
2005-06-01,Consumer Price Index,Tech I modules,1.004201,1334454581812.3235,0.000769
2005-06-01,Consumer Price Index,Tech I ships,0.998258,2509246973873.721,-0.0006
2005-06-01,Consumer Price Index,Tech II modules,0.92263,1066287187449.8462,-0.011329
2005-06-01,Consumer Price Index,Tech II ships,0.962345,538415874506.7162,-0.002784
2005-06-01,Mineral Price Index,High-End Minerals,0.969013,612096208878.6519,-0.016735
2005-06-01,Mineral Price Index,Low-End Minerals,1.051846,521239853752.9825,0.023844
2005-06-01,Primary Producer Price Index,Advanced Moon Materials,1.051853,49392061353.5088,0.002294
2005-06-01,Primary Producer Price Index,Alloys & Compounds,1.111952,2197738030.2112,0.00022
2005-06-01,Primary Producer Price Index,Commodity,1.181695,15982516119.5235,0.002601
2005-06-01,Primary Producer Price Index,Ice,1.152866,22256356420.271,0.003048
2005-06-01,Primary Producer Price Index,Ore,0.990781,46622223040.2587,-0.000385
2005-06-01,Primary Producer Price Index,Planetary Processed Materials,1.002126,61667852422.0304,0.000117
2005-06-01,Primary Producer Price Index,Planetary Refined Commodities,1.002331,400626534291.3401,0.000836
2005-06-01,Primary Producer Price Index,Planetary Specialized Commodities,1.011702,481650734855.1197,0.00505
